text,images,videos,gender
ইসরায়েল লক্ষ্য করে একশ’র বেশি রকেট ছুঁড়ল হিজবুল্লাহ,[],['https://www.facebook.com/DailyProthomAlo/videos/1426008101609276/?__cft__[0]=AZWKGOjp6jD-hbIUu1TtsoP2sjYbzQLm6e33qnLbgivjdVrVAzqJwMYQMw89ASacvNSX3R_raGK6M6meBREmAhbF8B4FVOTEeCiYlqCTBB5xwf0OYkiG6CWCA76Ml9Eq_OaVUQDm8bYKRVg-xNmzNcPtCMy-gPGCguTpxy2OA50kQPjNO2srWe8q4KPKnSNwuFBHDU6RKI6oksYuFopbwsJ0&__tn__=%2B%3FFH-R'],m
"ভুল হতেই পারে। বাংলাদেশের ফুটবলাররা ভুল করবেন, প্রতিপক্ষের কাছে গোল হজম করবেন, সেটাতেও আশ্চর্যের কিছু নেই।",[],[],m
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448137407_879218397578422_7257449104451403654_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=BpMOgVVSAiYQ7kNvgEHo52v&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCGjL3NAZiji2NrstVgPDkPvS8MHSsaMYATi-IhBE_J5g&oe=666FB2E2'],[],m
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448278706_879213454245583_4143600204304994218_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=r3pzfUSIQr8Q7kNvgFzt_3s&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCsviCpqRdy0-wGPZ8GYhJUF-HR47iwXJP4-cxcRgp_SA&oe=666FD334'],[],m
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448275500_879260550907540_3484811393860752587_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=RvfylUaL-_QQ7kNvgFVZwS5&_nc_ht=scontent.fdac157-1.fna&oh=00_AYBg9DmH_sbt6nVj315ADJ_qlJ__kTP0SF8mjqCtNtpxzQ&oe=666FCA7A'],[],m
বিস্তারিত কমেন্টে,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448158437_879204934246435_8311797107659587446_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=mOvnHZaRSdAQ7kNvgGfcPJw&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCI34uTPvgn7nRXh0YMhd7NW0Mk2qWe3bX1Dhz5xwiLUA&oe=666FDE11'],[],m
"গরুর খামারে ব্যস্ততা
আরও ছবি দেখতে —https://prothomalo.pulse.ly/c2iituzo5p",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/417487671_879197310913864_8025607710631757042_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cQ716tviyecQ7kNvgGbbFgm&_nc_ht=scontent.fdac157-1.fna&oh=00_AYDan6X3t8fjN8nhIdzJVEMCwYQeFpDt-xtPw1b0y4A16Q&oe=666FB14D'],[],m
"যুক্তরাষ্ট্র ভারতকে হারিয়ে দিলে কতটা জটিল হবে পাকিস্তানের সুপার এইটের সমীকরণ
#prothomalo #prothomalosports #palo #cricket",[],[],m
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448162675_879187680914827_1947939456006802974_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=wd-92ALxlmcQ7kNvgHRCkx2&_nc_ht=scontent.fdac157-1.fna&oh=00_AYBoeGi_yxSy5ujnXOAPi-KQeX4SXzSV4-QkejJYO7yESw&oe=666FB6EE'],[],m
আকবর আলীর খামারে তিন বছর আগে এই ষাঁড়ের জন্ম হয়। গত বছর ঈদে ষাঁড়টির দাম উঠেছিল সাড়ে পাঁচ লাখ টাকা। কিন্তু কোরবানির জন্য পুরোপুরি প্রস্তুত না হওয়ায়...,[],[],m
